new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
490,training,training_ADE_train_00014246_t0_crop0,training_ADE_train_00014246,training_ADE_train_00014246_t0,2,252,198,504,396,dense green vegetation with thick canopy,smooth wet sandy beach with white edge,490.png,490.png,490.png,1.0,0.0,0.0
491,training,training_ADE_train_00014346_t0_crop0,training_ADE_train_00014346,training_ADE_train_00014346_t0,2,68,177,136,354,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,491.png,491.png,491.png,1.0,0.0,0.0
492,training,training_ADE_train_00014346_t0_crop1,training_ADE_train_00014346,training_ADE_train_00014346_t0,2,126,256,252,512,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,492.png,492.png,492.png,1.0,0.0,0.0
493,training,training_ADE_train_00014346_t0_crop2,training_ADE_train_00014346,training_ADE_train_00014346_t0,2,127,100,254,200,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,493.png,493.png,493.png,1.0,0.0,0.0
494,training,training_ADE_train_00014346_t0_crop3,training_ADE_train_00014346,training_ADE_train_00014346_t0,2,172,256,344,512,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,494.png,494.png,494.png,1.0,0.0,0.0
495,training,training_ADE_train_00014346_t1_crop0,training_ADE_train_00014346,training_ADE_train_00014346_t1,2,144,144,288,288,smooth wet sandy ground with ripples,dark green mossy bank with leaf litter,495.png,495.png,495.png,1.0,0.0,0.0
496,training,training_ADE_train_00014349_t0_crop0,training_ADE_train_00014349,training_ADE_train_00014349_t0,2,64,114,128,228,smooth turquoise water with steam rising,rough light brown mineral deposits with layered patterns,496.png,496.png,496.png,1.0,0.0,0.0
497,training,training_ADE_train_00014484_t0_crop0,training_ADE_train_00014484,training_ADE_train_00014484_t0,2,256,132,512,264,calm reflective water surface with gentle ripples,dense forest with autumn colored foliage,497.png,497.png,497.png,1.0,0.0,0.0
498,training,training_ADE_train_00014484_t1_crop0,training_ADE_train_00014484,training_ADE_train_00014484_t1,1,640,251,640,251,dense forest with autumn colored foliage,clear blue sky with no clouds,498.png,498.png,498.png,0.9907432768924302,0.0,0.009256723107569722
499,training,training_ADE_train_00014484_t1_crop1,training_ADE_train_00014484,training_ADE_train_00014484_t1,2,256,104,512,208,dense forest with autumn colored foliage,clear blue sky with no clouds,499.png,499.png,499.png,1.0,0.0,0.0
500,training,training_ADE_train_00014485_t1_crop0,training_ADE_train_00014485,training_ADE_train_00014485_t1,2,108,64,216,128,dense yellow-brown grass with dry blades,dark wet riverbank soil with pebbles,500.png,500.png,500.png,1.0,0.0,0.0
501,training,training_ADE_train_00014530_t0_crop0,training_ADE_train_00014530,training_ADE_train_00014530_t0,1,224,277,224,277,smooth white snow with soft wind-sculpted drifts,dark green coniferous tree needles with sharp tips,501.png,501.png,501.png,0.9675573749355337,0.0,0.03244262506446622
502,training,training_ADE_train_00014530_t0_crop1,training_ADE_train_00014530,training_ADE_train_00014530_t0,2,104,256,208,512,smooth white snow with soft wind-sculpted drifts,dark green coniferous tree needles with sharp tips,502.png,502.png,502.png,1.0,0.0,0.0
503,training,training_ADE_train_00014530_t1_crop0,training_ADE_train_00014530,training_ADE_train_00014530_t1,2,116,80,232,160,smooth white snow with soft wind-sculpted drifts,light beige snow-covered tree trunk with rough bark,503.png,503.png,503.png,1.0,0.0,0.0
504,training,training_ADE_train_00014530_t1_crop1,training_ADE_train_00014530,training_ADE_train_00014530_t1,2,172,104,344,208,smooth white snow with soft wind-sculpted drifts,light beige snow-covered tree trunk with rough bark,504.png,504.png,504.png,1.0,0.0,0.0
505,training,training_ADE_train_00014668_t1_crop0,training_ADE_train_00014668,training_ADE_train_00014668_t1,2,97,64,194,128,dense green shrubbery with varied leaf shapes,sparse dry grass with scattered brown stalks,505.png,505.png,505.png,1.0,0.0,0.0
506,training,training_ADE_train_00014668_t1_crop1,training_ADE_train_00014668,training_ADE_train_00014668_t1,2,244,132,488,264,dense green shrubbery with varied leaf shapes,sparse dry grass with scattered brown stalks,506.png,506.png,506.png,1.0,0.0,0.0
507,training,training_ADE_train_00014668_t1_crop2,training_ADE_train_00014668,training_ADE_train_00014668_t1,2,147,144,294,288,dense green shrubbery with varied leaf shapes,sparse dry grass with scattered brown stalks,507.png,507.png,507.png,1.0,0.0,0.0
508,training,training_ADE_train_00014668_t1_crop3,training_ADE_train_00014668,training_ADE_train_00014668_t1,2,155,144,310,288,dense green shrubbery with varied leaf shapes,sparse dry grass with scattered brown stalks,508.png,508.png,508.png,1.0,0.0,0.0
509,training,training_ADE_train_00014668_t1_crop4,training_ADE_train_00014668,training_ADE_train_00014668_t1,2,216,180,432,360,dense green shrubbery with varied leaf shapes,sparse dry grass with scattered brown stalks,509.png,509.png,509.png,1.0,0.0,0.0
510,training,training_ADE_train_00014678_t0_crop0,training_ADE_train_00014678,training_ADE_train_00014678_t0,1,600,556,600,556,smooth wet sandy ground with ripples,calm blue ocean water with gentle gradient,510.png,510.png,510.png,0.9655725419664268,0.0,0.03442745803357314
511,training,training_ADE_train_00014680_t0_crop0,training_ADE_train_00014680,training_ADE_train_00014680_t0,2,130,172,260,344,calm clear turquoise water with gentle ripples,dry grassy slope with sparse shrubs,511.png,511.png,511.png,1.0,0.0,0.0
512,training,training_ADE_train_00014680_t0_crop1,training_ADE_train_00014680,training_ADE_train_00014680_t0,2,256,138,512,276,calm clear turquoise water with gentle ripples,dry grassy slope with sparse shrubs,512.png,512.png,512.png,1.0,0.0,0.0
513,training,training_ADE_train_00014680_t2_crop0,training_ADE_train_00014680,training_ADE_train_00014680_t2,2,256,104,512,208,smooth weathered stone with visible cracks,calm clear turquoise water with gentle ripples,513.png,513.png,513.png,1.0,0.0,0.0
514,training,training_ADE_train_00014733_t0_crop0,training_ADE_train_00014733,training_ADE_train_00014733_t0,2,197,256,394,512,smooth gray concrete with faint surface lines,dry loose sandy soil with scattered gravel,514.png,514.png,514.png,1.0,0.0,0.0
515,training,training_ADE_train_00014819_t0_crop0,training_ADE_train_00014819,training_ADE_train_00014819_t0,2,240,192,480,384,smooth reflective water surface with gentle ripples,dense white cherry blossom clusters on branches,515.png,515.png,515.png,1.0,0.0,0.0
516,training,training_ADE_train_00014827_t0_crop0,training_ADE_train_00014827,training_ADE_train_00014827_t0,2,99,64,198,128,dense pink cherry blossom petals with soft texture,smooth dark bark with rough vertical ridges,516.png,516.png,516.png,1.0,0.0,0.0
517,training,training_ADE_train_00014827_t0_crop1,training_ADE_train_00014827,training_ADE_train_00014827_t0,2,132,158,264,316,dense pink cherry blossom petals with soft texture,smooth dark bark with rough vertical ridges,517.png,517.png,517.png,1.0,0.0,0.0
518,training,training_ADE_train_00014831_t0_crop0,training_ADE_train_00014831,training_ADE_train_00014831_t0,2,98,132,196,264,vertical striated rock face with dark fissures,dense green forest canopy with varied leaf texture,518.png,518.png,518.png,1.0,0.0,0.0
519,training,training_ADE_train_00014831_t0_crop1,training_ADE_train_00014831,training_ADE_train_00014831_t0,1,210,236,210,236,vertical striated rock face with dark fissures,dense green forest canopy with varied leaf texture,519.png,519.png,519.png,1.0,0.0,0.0
520,training,training_ADE_train_00014890_t0_crop0,training_ADE_train_00014890,training_ADE_train_00014890_t0,2,80,256,160,512,smooth gray brick path with rectangular pattern,dense green grass with scattered shadows,520.png,520.png,520.png,1.0,0.0,0.0
521,training,training_ADE_train_00014924_t0_crop0,training_ADE_train_00014924,training_ADE_train_00014924_t0,2,256,112,512,224,dense green grass with scattered shadows,wet dark river water with ripples,521.png,521.png,521.png,1.0,0.0,0.0
522,training,training_ADE_train_00014924_t0_crop1,training_ADE_train_00014924,training_ADE_train_00014924_t0,1,604,373,604,373,dense green grass with scattered shadows,wet dark river water with ripples,522.png,522.png,522.png,0.9644949665323225,0.00041723629778243345,0.03508779716989507
523,training,training_ADE_train_00014924_t1_crop0,training_ADE_train_00014924,training_ADE_train_00014924_t1,2,104,256,208,512,dense green grass with scattered shadows,dry golden grassland with sparse vegetation,523.png,523.png,523.png,1.0,0.0,0.0
524,training,training_ADE_train_00014924_t1_crop1,training_ADE_train_00014924,training_ADE_train_00014924_t1,2,256,127,512,254,dense green grass with scattered shadows,dry golden grassland with sparse vegetation,524.png,524.png,524.png,1.0,0.0,0.0
525,training,training_ADE_train_00014924_t1_crop2,training_ADE_train_00014924,training_ADE_train_00014924_t1,1,389,354,389,354,dense green grass with scattered shadows,dry golden grassland with sparse vegetation,525.png,525.png,525.png,0.974648889663486,0.001692010515155476,0.023659099821358547
526,training,training_ADE_train_00014931_t0_crop0,training_ADE_train_00014931,training_ADE_train_00014931_t0,2,225,148,450,296,wet mossy green grass with scattered shadows,smooth reflective water surface with ripples,526.png,526.png,526.png,1.0,0.0,0.0
527,training,training_ADE_train_00014931_t1_crop0,training_ADE_train_00014931,training_ADE_train_00014931_t1,2,104,68,208,136,wet mossy green grass with scattered shadows,dark wet mud with visible footprints,527.png,527.png,527.png,1.0,0.0,0.0
528,training,training_ADE_train_00014931_t1_crop1,training_ADE_train_00014931,training_ADE_train_00014931_t1,2,128,256,256,512,wet mossy green grass with scattered shadows,dark wet mud with visible footprints,528.png,528.png,528.png,1.0,0.0,0.0
529,training,training_ADE_train_00014933_t0_crop0,training_ADE_train_00014933,training_ADE_train_00014933_t0,2,198,86,396,172,dense green grass with scattered shadows,still green water covered with algae,529.png,529.png,529.png,1.0,0.0,0.0
530,training,training_ADE_train_00014935_t1_crop0,training_ADE_train_00014935,training_ADE_train_00014935_t1,1,800,202,800,202,wet sandy shore with fine granular texture,dense green grass with scattered shadows,530.png,530.png,530.png,0.9709467821782178,0.0,0.02905321782178218
531,training,training_ADE_train_00015008_t0_crop0,training_ADE_train_00015008,training_ADE_train_00015008_t0,2,111,256,222,512,smooth gray concrete path with subtle wear,dense green grass with scattered shadows,531.png,531.png,531.png,1.0,0.0,0.0
532,training,training_ADE_train_00015008_t0_crop1,training_ADE_train_00015008,training_ADE_train_00015008_t0,1,683,339,683,339,smooth gray concrete path with subtle wear,dense green grass with scattered shadows,532.png,532.png,532.png,0.974898180420408,0.0,0.02510181957959203
533,training,training_ADE_train_00015008_t0_crop2,training_ADE_train_00015008,training_ADE_train_00015008_t0,1,207,309,207,309,smooth gray concrete path with subtle wear,dense green grass with scattered shadows,533.png,533.png,533.png,0.9943404780888951,0.0,0.005659521911104857
534,training,training_ADE_train_00015017_t0_crop0,training_ADE_train_00015017,training_ADE_train_00015017_t0,1,241,308,241,308,dense green grass with scattered shadows,smooth weathered stone with visible cracks,534.png,534.png,534.png,0.957590127714609,9.43040362127499e-05,0.04231556824917821
535,training,training_ADE_train_00015017_t2_crop0,training_ADE_train_00015017,training_ADE_train_00015017_t2,2,120,110,240,220,smooth weathered stone with visible cracks,rough weathered stone with visible cracks,535.png,535.png,535.png,1.0,0.0,0.0
536,training,training_ADE_train_00015038_t0_crop0,training_ADE_train_00015038,training_ADE_train_00015038_t0,2,256,86,512,172,dense green grass with scattered shadows,smooth weathered stone with moss patches,536.png,536.png,536.png,1.0,0.0,0.0
537,training,training_ADE_train_00015038_t0_crop1,training_ADE_train_00015038,training_ADE_train_00015038_t0,2,196,256,392,512,dense green grass with scattered shadows,smooth weathered stone with moss patches,537.png,537.png,537.png,1.0,0.0,0.0
538,training,training_ADE_train_00015048_t1_crop0,training_ADE_train_00015048,training_ADE_train_00015048_t1,1,317,219,317,219,gray asphalt road with dark water puddle,blue-gray shadowed area under trees,538.png,538.png,538.png,0.8697405758898348,0.00018725782521642682,0.1300721662849488
539,training,training_ADE_train_00015048_t2_crop0,training_ADE_train_00015048,training_ADE_train_00015048_t2,2,64,256,128,512,blue-gray shadowed area under trees,bright green foliage with white bark trees,539.png,539.png,539.png,1.0,0.0,0.0
540,training,training_ADE_train_00015066_t0_crop0,training_ADE_train_00015066,training_ADE_train_00015066_t0,2,150,64,300,128,calm reflective water surface with ripples,dense green grass with scattered shadows,540.png,540.png,540.png,1.0,0.0,0.0
541,training,training_ADE_train_00015066_t0_crop1,training_ADE_train_00015066,training_ADE_train_00015066_t0,1,529,332,529,332,calm reflective water surface with ripples,dense green grass with scattered shadows,541.png,541.png,541.png,0.9574896941262213,5.1244676247523175e-05,0.042459061197531144
542,training,training_ADE_train_00015066_t0_crop2,training_ADE_train_00015066,training_ADE_train_00015066_t0,2,156,140,312,280,calm reflective water surface with ripples,dense green grass with scattered shadows,542.png,542.png,542.png,1.0,0.0,0.0
543,training,training_ADE_train_00015075_t0_crop0,training_ADE_train_00015075,training_ADE_train_00015075_t0,2,190,181,380,362,dense green grass with scattered shadows,dark brown mulch with loose organic particles,543.png,543.png,543.png,1.0,0.0,0.0
544,training,training_ADE_train_00015238_t0_crop0,training_ADE_train_00015238,training_ADE_train_00015238_t0,2,151,104,302,208,dense green grass with scattered shadows,yellowish grassy patch with sunlit blades,544.png,544.png,544.png,1.0,0.0,0.0
545,training,training_ADE_train_00015251_t0_crop0,training_ADE_train_00015251,training_ADE_train_00015251_t0,2,171,64,342,128,dense green grass with scattered shadows,broad leafy tree canopy with autumn hues,545.png,545.png,545.png,1.0,0.0,0.0
546,training,training_ADE_train_00015251_t0_crop1,training_ADE_train_00015251,training_ADE_train_00015251_t0,1,265,412,265,412,dense green grass with scattered shadows,broad leafy tree canopy with autumn hues,546.png,546.png,546.png,0.9653141601025829,0.0,0.03468583989741711
547,training,training_ADE_train_00015251_t2_crop0,training_ADE_train_00015251,training_ADE_train_00015251_t2,2,256,149,512,298,dense green grass with scattered shadows,weathered wooden fence with vertical posts,547.png,547.png,547.png,1.0,0.0,0.0
